App Name,Size (bytes),App id,Currency,Price,Rating (All),Rating (Current),Avg Rating (All),Avy Rating (Current),Version,Rating(Content),Prefrence,Supp Devices,Screenshot,Supp Lang,Vpp Lic
BiBi娱乐社区 - 好玩的游戏都在这里！,50778112,1100160696,USD,0,0,0,0,0,3,17+,Social Networking,38,0,1,1
Castles of Mad King Ludwig,89542656,1100292960,USD,6.99,272,126,4.5,4.5,1.1,4+,Games,38,3,1,1
Dots & Co: A New Puzzle Adventure,180679680,1100331256,USD,0,10693,19,4.5,4.5,2.9.3,4+,Games,37,5,1,1
Blocko.,20145152,1100472035,USD,1.99,182,182,4,4,1.0.0,4+,Games,37,5,18,1
Jigsaw Puzzle for Brain Training -PITATOY-,92101632,1100573190,USD,0,0,0,0,0,1.1.0,4+,Games,37,2,5,1
Solitaire ∞,67928064,1100578622,USD,0,2865,142,5,5,1.0.97,4+,Games,40,2,14,1
enzo!,13344768,1100591575,USD,1.99,220,202,3.5,3,1.0.2,4+,Games,38,5,1,1
Cars & Vehicles Puzzle Game for toddlers HD - Children's Smart Educational Transport puzzles for kids 2+,49201152,1100612577,USD,2.99,2,2,3,3,1,4+,Games,38,5,9,1
多融理财(Pro版)-12%高收益理财投资平台,28964864,1100620736,USD,0,0,0,0,0,1.6.9,17+,Finance,37,0,1,1
Music and Chill,28763136,1100636064,USD,0,135,36,4,4.5,1.1,4+,Music,37,0,1,1
HorseMoji: Equestrian Emoji,16315392,1100639820,USD,1.99,58,32,2,1.5,1.3,4+,Entertainment,37,5,1,1
Curious George Train Adventures,204338176,1100694944,USD,0.99,26,4,3.5,3,1.2,4+,Education,37,5,1,1
Gmojiz,73951232,1100696971,USD,1.99,95,1,3,1,1.4,17+,Entertainment,37,5,1,1
Pikazo – AI art that YOU control,84549632,1100723148,USD,0,56,3,4,4,3.2.3,4+,Photo & Video,37,5,24,1
OffRoad Drive Desert,341455872,1100797913,USD,1.99,46,24,4,4,1.0.5,4+,Games,40,5,1,1
Hidden Expedition: Dawn of Prosperity - A Mystery Hidden Object Game (Full),862396416,1100810556,USD,6.99,58,27,4.5,4.5,1.0.2,9+,Games,37,5,5,1
Bud Farm: Grass Roots,65891328,1100883805,USD,0,6523,485,4.5,5,1.10.0,17+,Games,37,5,1,1
少年勇者团 (Combo Warrior)-日系Q萌即时战斗消除RPG手游,576397312,1101015200,USD,0,0,0,0,0,2.2.0,9+,Games,38,5,1,1
My Majesty,200294400,1101109456,USD,0,140,7,3,4.5,1.1.1,12+,Games,37,5,1,1
Police Sniper Prison Guard,225862656,1101141411,USD,0,349,80,4,4,2.5,17+,Games,38,5,1,1
Mystery Trackers: Paxton Creek Avengers - A Mystery Hidden Object Game (Full),1008609280,1101399354,USD,6.99,67,67,4,4,1.0.0,9+,Games,37,5,5,1
Aurora - Puzzle Adventure,111938560,1101419354,USD,1.99,31,30,4.5,4.5,1.39,4+,Games,38,4,1,1
TLC GO - Watch Full Episodes and Live TV,32314368,1101436320,USD,0,708,46,3,3,2.5.2,12+,Entertainment,37,4,1,1
Starbucks Keyboard,36112384,1101445404,USD,0,457,8,3,3,1.3,4+,Food & Drink,37,0,1,1
Mystery Case Files: Ravenhearst Unlocked - A Hidden Object Adventure (Full),1354634240,1101472953,USD,6.99,82,82,4.5,4.5,1.0.0,9+,Games,38,5,5,1
Lush Cosmetics,51459072,1101501512,USD,0,164,15,4,3.5,1.2.2,4+,Shopping,37,0,2,1
Billiards8 (8 Ball & Mission),315748352,1101562772,USD,0,0,0,0,0,1.0.0,4+,Games,40,5,2,1
The Island:Brave Heart,175841280,1101582722,USD,0.99,7,3,3,3,1.3.2,12+,Games,43,5,3,1
Spot the Difference!診断テスト,16202752,1101635974,USD,0,0,0,0,0,1.0.1,17+,Entertainment,37,0,1,1
Catch the Bus,371298304,1101675121,USD,0,10,4,3,3.5,1.1,4+,Games,38,5,1,1
Worm.is: The Game,81690624,1101691540,USD,0,1433,68,4.5,5,2.1.0,9+,Games,38,3,16,1
Civil War: Bloody April,228435968,1101744458,USD,1.99,24,24,2,2,1,12+,Games,37,5,1,1
Runaway Toad,235554816,1101848745,USD,2.99,22,9,4,3.5,1.1,4+,Games,40,4,11,1
Snake Slither Run - Hungry Worm Eat Color Dot,35186688,1102054727,USD,0,9034,4474,4.5,4.5,1.3,4+,Games,40,2,16,1
Skateboard Party 3 ft. Greg Lutzka,1478030336,1102056464,USD,1.99,36,4,4.5,5,1.0.4,9+,Games,38,5,11,1
ピンポンカーブ  君の反射神経Lvはいくつ？  #天才求ム,128066560,1102291071,USD,0,0,0,0,0,1.2,4+,Games,38,0,0,1
Relay – Multiple Location Maps,20145152,1102339559,USD,1.99,17,10,3.5,4,1.0.3,4+,Travel,37,5,1,1
Brake or Break,82316288,1102346079,USD,0,5,3,5,5,1.4.1,9+,Games,38,5,1,1
Las Vegas Valet Limo and Sports Car Parking,250655744,1102362078,USD,0,220,220,4.5,4.5,1,4+,Games,38,5,1,1
Fit 私人健身教练-超有效的健康运动减肥软件,119980032,1102364578,USD,0,0,0,0,0,2.3.3,4+,Health & Fitness,37,5,2,1
Escape from the Art Gallery.,110124032,1102411902,USD,0,7,6,4,4,1.5,4+,Games,40,5,1,1
Rule with an Iron Fish: A Pirate Fishing RPG,100349952,1102448232,USD,2.99,286,105,5,4.5,1.4,4+,Games,40,5,1,1
Winter Fugitives 2: Chronicles,166257664,1102448236,USD,0,111,8,4,4.5,1.4,12+,Games,38,5,6,1
Pan Book 3: Key to the Capitol,805970944,1102495460,USD,5.99,1,1,5,5,1.3.1,4+,Book,37,5,1,1
PAC-MAN Pop,247194624,1102508135,USD,0,1000,216,4.5,4,2.1.6471,4+,Games,37,5,7,1
CNN Politics,30449664,1102520605,USD,0,254,1,3,5,2.8.2,4+,News,37,0,1,1
妙资理财-探索版（安全稳健高收益理财神器  ）,31624192,1102659097,USD,0,0,0,0,0,3.0.20,4+,Finance,38,0,2,1
梦幻轩辕,267673600,1102660950,USD,0.99,0,0,0,0,10.99,4+,Games,43,5,1,1
坂本ですが？秘技…フリータイムキラー,92584960,1102687865,USD,0,0,0,0,0,1.0.10,4+,Games,40,0,1,1
Red Bull Air Race 2,593355776,1102742855,USD,0,104,2,4,4,1.1.1,4+,Games,37,4,1,1
FURBY CONNECT World,270409728,1102810225,USD,0,422,313,2.5,2.5,1.4.3,4+,Games,37,5,2,1
Pepi House,177400832,1102814563,USD,2.99,46,20,4.5,4.5,1.0.3,4+,Education,38,5,1,1
Delicious - Emily’s Message in a Bottle,336847872,1102828488,USD,0,333,42,4,5,1.5,4+,Games,38,5,11,1
Ummo,29007872,1102924965,USD,1.99,44,13,3.5,2.5,1.0.6,4+,Lifestyle,37,0,1,1
JIFFMOJI,30017536,1102943846,USD,1.99,148,1,4.5,1,1.3,4+,Entertainment,37,0,1,1
日曜劇難99.9,34188288,1103099404,USD,0,0,0,0,0,1.0.2,4+,Games,37,0,1,1
Dinosaur Games: Puzzle for Kids,52345856,1103201207,USD,2.99,15,0,4,0,2,4+,Games,38,5,9,1
Eklips,27561984,1103209451,USD,1.99,54,16,4.5,4,1.0.4,4+,Games,43,5,1,1
Slip Away,214481920,1103278932,USD,0,1102,18,4,3,3.0.5,4+,Games,37,5,1,1
My Town : Fashion Show,303932416,1103310426,USD,2.99,60,26,4.5,4.5,1.2,4+,Entertainment,38,5,1,1
脱出ゲーム 古城からの脱出,131070976,1103314372,USD,0,1,1,4,4,1.0.4,12+,Games,38,5,1,1
Microsoft Solitaire Collection,189497344,1103438575,USD,0,2432,185,4,4,1.6.1,4+,Games,37,5,1,1
Stickninja Smash,123341824,1103570293,USD,0,67,8,4.5,4,1.3.0,12+,Games,38,4,31,1
Perfect Fit,27276288,1103631263,USD,0,53,10,3,4,1.0.3,4+,Games,38,5,1,1
Coach Bus Simulator,283934720,1103637547,USD,0,1621,365,4,4.5,1.3.0,4+,Games,37,5,1,1
5-in-1 Emoji Widget Games - GameMoji,13625344,1103679001,USD,0.99,40,13,3.5,4,2,4+,Utilities,37,2,1,1
Red 7 - play Digital Red7 Card Game with Friends,190101504,1103702902,USD,2.99,18,2,3,4,1.3.0,4+,Games,37,4,3,1
Super SteamPuff,151469056,1103804173,USD,0.99,7,0,4.5,0,1.3.1,9+,Games,38,5,1,1
Miss U: Official App,51052544,1103857857,USD,0,97,0,3,0,3.2,9+,Entertainment,37,1,1,1
Fantastic Beasts™: Cases,301272064,1103901846,USD,0,1896,50,4.5,4,2.3.7804,12+,Games,37,5,15,1
ChyMoji by Blac Chyna,10137600,1103942426,USD,1.99,220,1,4.5,1,1.3,17+,Entertainment,37,0,1,1
ジョナサンアプリ　お得なクーポンが使える便利なアプリ,18425856,1104112723,USD,0,0,0,0,0,1.1.0,12+,Food & Drink,37,0,2,1
Ultrapic,31016960,1104124222,USD,1.99,48,2,2.5,1,1.4.1,4+,Photo & Video,37,0,1,1
Dr. Panda Bath Time,176314368,1104191752,USD,2.99,15,15,4.5,4.5,1,4+,Education,38,5,18,1
Stick Soccer 2,187812864,1104214157,USD,0,22,10,4.5,4.5,1.0.8,4+,Games,37,5,1,1
EggPunch 2 - adventure puzzle game,208496640,1104219495,USD,0.99,0,0,0,0,1.3.18,4+,Games,40,0,1,1
新・血液型テスト,7432192,1104247866,USD,0,0,0,0,0,1.0.0,4+,Book,40,0,1,1
UNCHARTED: Fortune Hunter™,454384640,1104415942,USD,0,411,66,4.5,4.5,1.2.2,12+,Games,37,5,10,1
Partly Sunny - Weather Forecasts,20536320,1104486867,USD,2.99,88,12,4.5,4.5,1.2,4+,Weather,37,5,2,1
Littlebook - for Facebook on Watch,25890816,1104655318,USD,2.99,62,16,3,2.5,2.0.1,4+,Social Networking,37,0,1,1
Snakeio,76058624,1104692136,USD,0,13870,713,4.5,4.5,1.9.4,4+,Games,38,2,1,1
OdellMoji by Odell Beckham Jr.,8997888,1104698715,USD,1.99,21,16,4.5,4.5,1.0.1,12+,Entertainment,37,0,1,1
"iFiles 2 - File Manager, Cloud Storage, PDF Reader",88146944,1104795347,USD,4.99,54,20,3.5,3,2.1.0,17+,Productivity,37,5,8,1
Clash of Crime Mad City Full,185916416,1104797523,USD,0.99,0,0,0,0,1.2.1,17+,Games,38,5,1,1
VR MUSEUM,87797760,1104814161,USD,4.99,0,0,0,0,1.0.3,17+,Games,37,0,1,1
"Theremin Synth - Loop, Record & Download",1901568,1104816326,USD,2.99,8,3,4,3.5,2.1.0,4+,Music,37,5,1,1
少年西游记－西游卡牌王者之作,145988608,1104855278,USD,0,45,1,4.5,5,1.8.11,12+,Games,38,5,1,1
Gate Keepers,107710464,1104869703,USD,0,41,36,3.5,3.5,1.3,4+,Games,40,5,1,1
애드픽 - 인플루언서가 되어 의미있는 수익을 올리세요!,28006400,1104879125,USD,0,0,0,0,0,1.0.9,12+,Business,37,5,4,1
每日红包,28264448,1104882704,USD,0,0,0,0,0,1.1.0,17+,Entertainment,40,0,2,1
Tetminos - Classic Puzzle Game,57049088,1104911266,USD,0,0,0,0,0,1.0.0,4+,Games,40,3,1,1
Obstacle Course Extreme Car Parking Simulator,214042624,1104912882,USD,0,153,153,4,4,1,4+,Games,38,5,1,1
"Miss Hollywood: Lights, Camera, Fashion! - Pet Fun",598120448,1104945393,USD,0,1283,171,4.5,4.5,1.3,4+,Entertainment,38,5,10,1
Cricket Captain 2016,404173824,1104966982,USD,3.99,7,0,3,0,1.5,4+,Games,40,5,1,1
Game Switch,42371072,1104986393,USD,0,363,32,4,4,1.6,4+,Games,37,0,1,1
心动K歌恋爱季-让我们一起唱歌听歌恋爱吧,312938496,1105246469,USD,0,0,0,0,0,1.14.31,12+,Games,40,5,3,1
Virginia Tech Emoji,39652352,1105291416,USD,0,50,0,3,0,1.3,4+,Utilities,37,0,1,1
MadOut Open City,482627584,1105294926,USD,1.99,80,80,3,3,4,12+,Games,25,5,1,1
30秒マン-これクリアできるやついる？-,14638080,1105304995,USD,0,0,0,0,0,1.0.1,4+,Games,38,5,2,1
Escape Game: Forgotten,49243136,1105385887,USD,0,55,42,5,5,1.1,4+,Games,40,5,2,1
"""klocki""",97887232,1105390093,USD,0.99,587,587,4.5,4.5,1.01,4+,Games,37,2,1,1
My Town : Hotel,414433280,1105408313,USD,2.99,123,28,4,3.5,1.2,4+,Entertainment,37,5,1,1
Joan Mad Run,58632192,1105426659,USD,0,605,58,4.5,4.5,1.0.5,12+,Games,37,5,1,1
Spinny Phone,148122624,1105548368,USD,0,339,4,4,2,1.3.2,17+,Games,37,0,9,1
Tinker Island: Survival Adventure,315353088,1105577194,USD,0,6686,7,4.5,4.5,1.2.5,9+,Games,37,4,1,1
Dashy Box,63738880,1105584845,USD,0,41,2,4,3,4,4+,Games,37,3,1,1
奇跡のメガネ　-恋愛シミュレーションゲーム,48396288,1105790805,USD,0,0,0,0,0,1.0.2,9+,Games,38,5,16,1
トリセツメーカー　トリセツ診断,15498240,1105805539,USD,0,0,0,0,0,1.0.1,17+,Entertainment,37,0,1,1
WordWhizzle Search,83180544,1105834924,USD,0,49635,3056,4.5,4.5,1.2.4,4+,Games,37,5,1,1
花粉儿-女性、母婴闲置交易平台,73080832,1105845815,USD,0,0,0,0,0,2.4.0,4+,Shopping,37,0,18,1
Gardenscapes - New Acres,195908608,1105855019,USD,0,45227,4795,4,4.5,1.5.0,4+,Games,38,5,10,1
Goat Simulator Waste of Space,615645184,1105903447,USD,4.99,1709,52,4.5,3.5,1.5.1,9+,Games,38,5,1,1
Stickman Soccer 2016,202745856,1105918031,USD,0,473,217,4,4,1.4.2,4+,Games,38,5,1,1
Pan Book 4: Capitol Rising,798962688,1105928070,USD,5.99,1,1,5,5,1.3.1,4+,Book,37,5,1,1
Pan Book 5: The Shadow Stone,772891648,1105930001,USD,5.99,0,0,0,0,1.3.1,4+,Book,37,5,1,1
Pan Book 6: The Alliance of Tribes,770255872,1105930005,USD,5.99,0,0,0,0,1.3.1,4+,Book,37,5,1,1
Pan Book 7: Han Awakening,798292992,1105932165,USD,5.99,7,0,4.5,0,1.3.1,4+,Book,37,5,1,1
Splashy Cats: Endless Zigzag Arcade Water Game,246411264,1105999795,USD,0,450,13,4.5,5,1.4,9+,Games,37,5,1,1
Pocket Politics,180105216,1106002394,USD,0,2748,4,4,3.5,1.406,4+,Games,40,5,1,1
PuppetShow: The Face of Humanity (Full),1267202048,1106012225,USD,6.99,66,33,3,4,1.0.4,9+,Games,37,5,5,1
LEGO® Star Wars™: The Force Awakens,1287553024,1106014973,USD,0,3207,729,4,4,1.4.0,9+,Games,37,5,1,1
Fear for Sale: The House on Black River (Full),2233358336,1106057049,USD,6.99,69,69,4,4,1.0.0,9+,Games,24,5,4,1
Cube Roll,78155776,1106217529,USD,0,22,22,4,4,1.0.0,4+,Games,38,5,1,1
熊猫直播-王者大神主播带你荣耀开黑,100372480,1106329353,USD,0,38,0,4,0,3.1.3,12+,Entertainment,38,0,1,1
"Tayasui Color, a relaxing coloring book for adults",127693824,1106374233,USD,2.99,656,18,4.5,5,4,4+,Entertainment,37,4,14,1
Warcher Defenders,126512128,1106493268,USD,0,39,24,4.5,5,1.3,12+,Games,40,5,1,1
Freddy the Frogcaster's Weather Station,76928000,1106510521,USD,0,14,1,4.5,5,1.0.1,4+,Weather,37,5,1,1
Go Up,119754752,1106515427,USD,0,456,394,4,4,1.0.2,4+,Games,40,5,1,1
Tip Tap Soccer,135485440,1106542634,USD,0,29,24,4,4,1.1,4+,Games,40,5,1,1
YouTurbo,68666368,1106558008,USD,0,136,4,4.5,5,1.7,12+,Games,40,4,11,1
Truth Or Dare — Party Game,24810496,1106606457,USD,0,730,181,4.5,5,2,12+,Entertainment,37,0,1,1
Bonecrusher: Free Awesome Endless Skull & Bone Game,115027968,1106666606,USD,0,233,70,3.5,3.5,1.8,9+,Games,40,5,1,1
传说一刀 - 一刀一级PK爆屠龙,363078656,1106737361,USD,0,0,0,0,0,1.6,12+,Games,40,5,1,1
欢乐颂合集—刘涛、蒋欣等主演电视剧同名原著,16188416,1106745094,USD,0.99,0,0,0,0,1.0.0,17+,Book,38,0,1,1
ニュースパス -かんたん操作で必要なニュースがすぐ読めるニュースアプリ,92217344,1106788059,USD,0,0,0,0,0,1.7.0,17+,News,37,0,1,1
龙之觉醒-热血经典RPG，回味激燃岁月,175943680,1106808184,USD,0,0,0,0,0,1,12+,Games,40,5,1,1
ワンダークラウン,127256576,1106808930,USD,0,0,0,0,0,1.22.0,9+,Games,37,4,2,1
我叫MT3-回合制魔幻世界 大型公会副本开荒,466015232,1106818611,USD,0,1,1,5,5,1.10.1,9+,Games,40,5,1,1
ROME: Total War,4025969664,1106831630,USD,9.99,373,4,4.5,4.5,1.7.3,12+,Games,16,5,6,1
皮皮四川麻将,67259392,1106842267,USD,0,0,0,0,0,1.7,17+,Games,37,4,1,1
無料ゲーム タッチザナンバー（Touch the numbers）計算の脳トレでパズル！,18597888,1106842405,USD,0,0,0,0,0,1.3,4+,Games,37,0,1,1
剑仙传奇·蜀山修仙之独步天下,133885952,1107170561,USD,0,0,0,0,0,1.0.1,4+,Games,40,5,1,1
NeoWars,138093568,1107282504,USD,0,267,68,4,4.5,1.0.7,9+,Games,37,5,2,1
Bullet Hell Monday,90488832,1107355213,USD,0,1296,120,5,5,2.0.1,9+,Games,37,5,2,1
Base Invaders - For Big Narstie,22302720,1107419480,USD,1.99,0,0,0,0,1.0.4,12+,Games,38,4,1,1
もやししゃちょー,83826688,1107486943,USD,0,5,0,4.5,0,1.0.13,17+,Games,38,0,2,1
【推理ゲーム】 YASU-第7捜査課事件ファイル-,72283136,1107529451,USD,0,1,1,1,1,1,12+,Games,38,5,1,1
The Forgotten Room,438729728,1107537631,USD,1.99,59,59,4.5,4.5,1.0.1,12+,Games,40,5,1,1
Nancy Drew Codes and Clues Mystery Coding Game,210697216,1107704042,USD,0,110,7,4.5,4.5,2.0.1,4+,Education,38,5,1,1
Banner Saga 2,3321082880,1107741196,USD,9.99,168,2,4,3,1.0.7,9+,Games,37,5,7,1
Bouncy Tower,49349632,1107742773,USD,0,213,5,4.5,4,1.2.1,4+,Games,40,5,1,1
【脳トレ】ROLL -ころがす、はめる、きえる-,72118272,1107818928,USD,0,0,0,0,0,1.0.2,4+,Games,38,5,1,1
Chef's Quest,128232448,1107822876,USD,0,225,2,4.5,5,1.1.4,4+,Games,38,5,14,1
Dead Venture,57921536,1107880005,USD,0.99,145,145,4.5,4.5,1,12+,Games,38,5,1,1
Dolphin Zero Incognito Browser -Mini Web Explorer,22635520,1107931279,USD,2.99,776,128,4.5,4,2.3,17+,Productivity,37,5,7,1
Alice in Wonderland Puzzle Golf Adventures,182045696,1108048349,USD,0.99,43,13,4.5,4.5,1.0.2,4+,Games,38,4,1,1
FURNITURE MOD FOR MINECRAFT EDITION PC GAME - POCKET GUIDE,20215808,1108097491,USD,1.99,292,292,4,4,1,4+,Entertainment,38,5,1,1
Sea of Lies: Tide of Treachery - A Hidden Object Mystery (Full),890523648,1108185975,USD,6.99,45,45,4,4,1.0.0,9+,Games,37,5,4,1
Rise!,118787072,1108206682,USD,0,18,14,3.5,3.5,4,4+,Games,38,5,1,1
Trump Hoverboard Sim - Mannequin Race Challenge,40938496,1108219180,USD,0,68,3,3,2.5,1.2.5,4+,Games,38,2,1,1
Zombies Chasing Me,157871104,1108340786,USD,0,43,33,3.5,3.5,1.4,4+,Games,37,5,23,1
"战姬物语-亚洲顶级画师操刀,颜值爆表手游",441995264,1108373391,USD,0.99,0,0,0,0,1.0.2,9+,Games,40,5,1,1
Symmetrica - Minimalistic arcade game,31446016,1108384425,USD,0,200,2,4.5,5,2.3,4+,Games,38,5,1,1
捨て猫レスキュー,75713536,1108402751,USD,0,0,0,0,0,1.4,9+,Games,38,5,5,1
PinOut!,118693888,1108417718,USD,0,5003,3214,4,4,1.0.2,4+,Games,40,5,12,1
Escape from the grandma house in the countryside.,85974016,1108465034,USD,0,5,5,3.5,3.5,1.0.1,4+,Games,38,5,1,1
Jade Empire™: Special Edition,3896109056,1108475553,USD,9.99,206,64,4.5,4.5,1.0.2,17+,Games,37,4,10,1
The interactive Legend of Sleepy Hollow: iIrving,307137536,1108482394,USD,2.99,64,12,5,5,1.0.2,9+,Book,37,5,3,1
Living Legends: Bound by Wishes - A Hidden Object Mystery (Full),1536766976,1108507977,USD,6.99,153,153,4.5,4.5,1.0.0,9+,Games,37,4,5,1
Choice of the Pirate,34397184,1108549870,USD,4.99,92,3,4.5,5,1.1.0,12+,Games,38,5,1,1
Running Man Challenge - Game,30601216,1108580508,USD,0,1360,108,3.5,3.5,1.0.3,4+,Games,40,2,1,1
Fitmoji by Shaun T,9736192,1108583427,USD,1.99,45,3,4,2.5,1.0.5,9+,Entertainment,37,4,1,1
Royal Detective: Legend of The Golem - A Hidden Object Adventure (Full),602065920,1108623942,USD,6.99,72,39,4.5,4.5,1.0.2,9+,Games,37,5,5,1
Slaymoji - Emoji Keyboard & iMessage Stickers,35466240,1108697438,USD,0,336,0,4.5,0,1.0.6,17+,Entertainment,37,5,1,1
Note Always - a notebook designed for Apple Pencil,22431744,1108733742,USD,14.99,6,3,3.5,4.5,1.12,4+,Productivity,16,5,16,1
らぶいずふぉーえばー #泣けるピアノゲーム,106721280,1108774944,USD,0,0,0,0,0,1.1.6,4+,Games,37,3,31,1
HIT - Heroes of Incredible Tales,146959360,1108780504,USD,0,1765,24,4.5,4.5,1.24.130666,12+,Games,37,5,10,1
Fabe Bird - The Flappy Challenge Adventure,11824128,1108787635,USD,0,9,2,3.5,3,1.2,4+,Entertainment,40,4,31,1
猎魔传奇-塔塔&推塔挂机私服手游,255946752,1108939718,USD,0,0,0,0,0,1.2.3,12+,Games,40,5,1,1
Mars: Mars,157614080,1108964305,USD,0,6116,291,4.5,5,11,9+,Games,38,5,1,1
Craft Royale: Clash of Pixels,222895104,1109008912,USD,0,2285,192,4,4.5,2.7,9+,Games,37,5,1,1
Legend of the Skyfish,503228416,1109024890,USD,3.99,95,23,3.5,4,1.06,9+,Games,37,5,1,1
Baby Beat - Fetal Heartbeat Monitor,16805888,1109043621,USD,4.99,166,21,1.5,3,1.2.0,4+,Lifestyle,37,0,9,1
"Tinycards - Learn with Fun, Free Flashcards",48802816,1109425556,USD,0,1131,299,4.5,4.5,1.0.19,12+,Education,37,5,1,1
Respeck on my Name,33304576,1109444394,USD,0,155,60,4.5,4,1.2,4+,Games,38,5,1,1
ASA's Sailing Challenge,276637696,1109489005,USD,3.99,104,74,4,4.5,1.1,4+,Education,37,4,1,1
Witches' Legacy: Slumbering Darkness HD - A Hidden Object Mystery (Full),1642020864,1109545844,USD,6.99,69,69,3.5,3.5,1.0.0,9+,Games,24,5,4,1
脱出ゲーム　大正ロマン　女記者脱出譚,145041408,1109668092,USD,0,0,0,0,0,1.0.3,4+,Games,38,5,1,1
放置江湖: 大侠的成长之路（高自由度的武侠体验）,89223168,1109674878,USD,0.99,10,2,2,5,1.07,4+,Games,40,4,1,1
Really Bad Chess,70149120,1109751921,USD,0,1015,600,4.5,4.5,1.1.2,4+,Games,40,5,1,1
Flip Heroes,53690368,1109781792,USD,0,32,32,4,4,1.1,4+,Games,38,5,13,1
Polyforge,91620352,1109788041,USD,0,1744,570,4.5,4.5,1.1,4+,Games,40,5,11,1
Pewdiebot,76777472,1109830748,USD,0.99,151,151,4,4,1.0.1,12+,Games,37,4,1,1
Cosmojis,29972480,1110057737,USD,0,134,0,3,0,1.2,12+,Lifestyle,37,0,1,1
Face Filters - Dog & Other Funny Face Effects,37760000,1110261314,USD,0,329,82,4,4,2.4,17+,Entertainment,38,4,5,1
Free Music - MP3 Streamer & Playlist Manager Pro,10542080,1110273623,USD,0,13443,1229,4.5,4.5,2.3,4+,Music,37,5,1,1
MOBA Legends,699091968,1110286206,USD,0,1815,67,4,4,1.3.1,9+,Games,37,5,0,1
Risky Rooms,24167424,1110368735,USD,0,10,1,3.5,5,1.2,4+,Games,40,5,1,1
voi,20856832,1110376793,USD,0.99,308,192,4.5,4.5,1.1.0,4+,Games,43,5,12,1
Jamie Oliver's Ultimate Recipes,49263616,1110429957,USD,6.99,29,0,4.5,0,3.6.1,12+,Food & Drink,37,5,2,1
Shadow Wolf Mysteries: Curse of Wolfhill (Full),997129216,1110447884,USD,6.99,39,39,4,4,1,9+,Games,37,5,5,1
Dunkers,54802432,1110480334,USD,0,1495,467,4,4,1.2,4+,Games,38,5,1,1
DRAGON MODS MINE EDITION FOR MINECRAFT GAME PC,115707904,1110512888,USD,0.99,318,23,4,3.5,1.1,12+,Reference,38,3,1,1
"果冻星连萌-全球极具诱惑益智游戏,好玩的闯关游戏,2016最新休闲益智游戏",69188608,1110631870,USD,0.99,0,0,0,0,1.1.2,4+,Games,37,5,2,1
LightX,53415936,1110639444,USD,1.99,147,73,3.5,4,2.1,4+,Photo & Video,37,0,21,1
帝国征服者-王者联盟列国纷争,83196928,1110657008,USD,0,0,0,0,0,3.1.0,12+,Games,40,5,0,1
Being SalMan: The Official Game,173696000,1110700363,USD,0,33,16,4.5,5,1.1.0,12+,Games,37,5,1,1
Open Sorcery,18822144,1111311076,USD,2.99,19,0,5,0,10,12+,Games,37,1,1,1
Hear My Baby - Baby Heartbeat Monitor App,17641472,1111420122,USD,3.99,12,0,3.5,0,1.2,4+,Medical,37,0,4,1
当たる占い師【水晶玉子】特別鑑定書≪無料占いあり≫,25418752,1111428249,USD,0,1,1,3,3,1.0.3,17+,Entertainment,37,0,1,1
PROmoji,59741184,1111486949,USD,1.99,857,102,4,3.5,2.1,9+,Utilities,37,0,1,1
天天麻将-有奖励的麻将玩法全集,87851008,1111487818,USD,0,2,2,5,5,3.91,17+,Games,40,4,1,1
Stephen Hawking's Pocket Universe,159013888,1111504185,USD,4.99,11,9,4.5,4.5,1.02,4+,Education,37,0,1,1
Simplissime: The easiest cooking app in the world,115209216,1111504254,USD,2.99,0,0,0,0,1.0.7,17+,Food & Drink,40,5,16,1
Mutant Creatures Mod for Minecraft PC Edition - Pocket Mods Guide,27025408,1111617387,USD,1.99,346,11,4,2.5,1.1,4+,Reference,38,4,1,1
Ketchapp Basketball,72118272,1111665247,USD,0,5833,1862,4.5,4.5,1.2,4+,Games,38,5,1,1
Gymoji,60990464,1111873503,USD,0.99,78,25,3,3,1.1.2,9+,Entertainment,37,0,1,1
T-Mobile Tuesdays,78128128,1111876388,USD,0,3213,2,2.5,1.5,3.5.0,17+,Lifestyle,38,0,1,1
CARS MOD FOR MINECRAFT PC EDITION - POCKET MINE GUIDE,24840192,1111957680,USD,1.99,200,200,4,4,1,4+,Entertainment,38,4,1,1
シルエットクイズ～人気マンガ・映画アニメキャラ・芸能人で暇つぶし脳トレ,37047296,1112040900,USD,0,0,0,0,0,1.0.1,4+,Games,37,0,2,1
性教育そうだったのか！世界一まなべる保健体育クイズ(画像付き),48430080,1112052555,USD,0,0,0,0,0,1.0.1,17+,Education,37,0,2,1
My Town : Dance School,346255360,1112068171,USD,2.99,141,21,4,4,1.2,4+,Entertainment,37,5,1,1
派派激情版-寂陌陌声人交友神器,50076672,1112071865,USD,0,0,0,0,0,2.5.0,17+,Social Networking,38,0,1,1
"Kubo: A Samurai Quest ™ - Match, Collect, Battle!",191382528,1112071930,USD,0,668,16,4,4.5,3.1.1,4+,Games,37,5,1,1
Head Soccer France 2016,251595776,1112081391,USD,0,135,18,4.5,4.5,1.1.0,4+,Games,38,5,12,1
Comblosion,21171200,1112156258,USD,1.99,4,4,5,5,1,4+,Games,38,5,10,1
Highlights Monster Day,37062656,1112162323,USD,0,49,1,5,5,1.0.7,4+,Education,37,5,10,1
