App Name,Size (bytes),App id,Currency,Price,Rating (All),Rating (Current),Avg Rating (All),Avy Rating (Current),Version,Rating(Content),Prefrence,Supp Devices,Screenshot,Supp Lang,Vpp Lic
ProCam 4 - Manual Camera + RAW,45063168,730712409,USD,4.99,5150,236,4.5,4.5,8.9,4+,Photo & Video,37,5,13,1
Toca Hair Salon Me,132188160,730873197,USD,2.99,895,25,4,3,1.0.3,4+,Entertainment,40,5,18,1
Christmas Dentist Doctor Kid Games (Girls & Boys),38051840,730878935,USD,0,6917,454,4.5,4,1.6,4+,Games,40,4,1,1
Double Dragon Trilogy,133456896,730919094,USD,2.99,427,73,4,4,1.2,12+,Games,39,5,2,1
Sago Mini Ocean Swimmer,189380608,731041554,USD,2.99,690,16,4.5,4.5,1.5,4+,Education,38,5,1,1
Disney Magic Kingdoms,468258816,731592936,USD,0,17213,495,4,4.5,2.1.1,4+,Games,37,5,15,1
XFINITY Stream,136228864,731629156,USD,0,14198,722,3,4,4.2.1,12+,Entertainment,37,5,2,1
Hitman GO,1098042368,731645633,USD,4.99,8673,227,4.5,4.5,1.12.9,9+,Games,40,5,10,1
Disney Applause,14128128,732908963,USD,0,1654,47,2,4.5,1.8,17+,Entertainment,37,4,1,1
秀色秀场-网红直播 聊天交友,88574976,733144873,USD,0,6,0,2.5,0,8.0.8,17+,Social Networking,37,0,2,1
Timeline Builder: Create Custom Timelines,16902144,733989611,USD,1.99,21,0,2.5,0,2.1.1,4+,Education,24,5,1,1
SHOWROOM - video live streaming,113558528,734256893,USD,0,20,1,5,4,4.4.5,17+,Entertainment,37,5,4,1
GhostCallDX,80192512,735127946,USD,0,0,0,0,0,1.0.23,4+,Education,37,5,2,1
God of Light,320721920,735128536,USD,1.99,3542,92,4.5,4.5,1.2,4+,Games,37,5,10,1
Super Why! Phonics Fair,117460992,735434007,USD,3.99,72,1,3,1,2.3,4+,Education,40,5,1,1
Beat the Boss 3 (17+),344064000,735752897,USD,0.99,507,90,4.5,4,2.0.0,17+,Games,40,5,15,1
Cut the Rope: Time Travel Free,122609664,735945527,USD,0,4327,1094,4,4.5,1.1.0,4+,Games,38,5,1,1
Xbox,111777792,736179781,USD,0,72187,909,4.5,4.5,1705.522.332,12+,Entertainment,37,3,18,1
Raildale - Railroad & Railway Building Game,16873472,736579117,USD,2.99,61,18,4,3.5,1.5.8,4+,Games,40,5,10,1
A Dark Room,26759168,736683061,USD,0.99,29540,2749,4.5,5,2.33,12+,Games,38,1,1,1
Arise: Beat Procrastination & dominate todo lists!,7851008,736741821,USD,2.99,52,12,4,4.5,3.1,9+,Productivity,37,4,1,1
LEGO® Marvel Super Heroes: Universe in Peril,1265238016,737006024,USD,4.99,1784,884,4,4,1.4,9+,Games,38,5,1,1
美团外卖-甜点生鲜等零食配送，鲜花蛋糕准时必达,72879104,737310995,USD,0,225,17,4.5,5,5.6.0,4+,Food & Drink,37,0,4,1
"FandangoNOW - Movies + TV - anytime, anywhere",109808640,738201550,USD,0,787,82,2,1.5,2.2.5,12+,Entertainment,37,5,1,1
Farming Simulator 14,133218304,738717933,USD,0,3615,1267,4,4.5,1.3.2,4+,Games,43,5,6,1
VivaVideo - Best Video Editor & Photo Movie Maker,136221696,738897668,USD,0,10618,267,4.5,4.5,5.8.2,4+,Photo & Video,37,0,19,1
Ski Safari: Adventure Time - Stunt Skiing Endless Runner with Finn and BMO,315658240,739234325,USD,0.99,3699,827,4.5,4.5,1.5.5,4+,Games,43,5,11,1
美男美女診断,14309376,739787904,USD,0,0,0,0,0,2.0.3,4+,Entertainment,37,0,1,1
Literacy Leveler,2455552,739836039,USD,4.99,196,68,3.5,3.5,2.0.1,4+,Education,37,5,1,1
Detective Grimoire,168226816,740602894,USD,1.99,439,382,4.5,4.5,1.0.2,9+,Games,43,5,1,1
Dr. Panda Bus Driver,173861888,741224931,USD,2.99,536,12,4.5,4.5,1.3,4+,Education,40,4,19,1
Dr. Panda Home,312545280,741224942,USD,2.99,691,24,4.5,4.5,1.6,4+,Education,40,4,18,1
Red－shop the world,64273408,741292507,USD,0,768,1,4.5,1,4.21,4+,Shopping,37,5,3,1
PDF Pro 2 - The ultimate PDF app,36186112,741293420,USD,4.99,149,1,4,1,2.2.7,17+,Business,37,5,12,1
我的密码-极简账号备忘录，安全记录管家,3905536,741597322,USD,1.99,2,2,5,5,2.3,4+,Productivity,37,3,2,1
Blek,118883328,742625884,USD,2.99,20144,64,4.5,4.5,1.7,4+,Games,37,4,1,1
"PDF Expert 6: Read, annotate & edit PDF documents",123600896,743974925,USD,9.99,15248,111,4.5,3.5,6.0.3,4+,Productivity,37,5,9,1
bergfex/Ski PRO,33825792,744189889,USD,2.99,9,1,4,5,2.4.2,4+,Weather,37,0,18,1
MONSTER HUNTER FREEDOM UNITE for iOS,1219313664,744769918,USD,14.99,2170,87,4.5,4.5,1.00.11,12+,Games,36,5,5,1
Pocket Stables,189939712,744851208,USD,4.99,160,1,4.5,5,2.02,4+,Games,38,5,4,1
GraphNCalc83,14244864,744882019,USD,6.99,311,63,4.5,5,1.6,4+,Education,40,5,1,1
Team Umizoomi: Math Racer HD,389066752,745729888,USD,4.99,169,149,3.5,3.5,1.2,4+,Education,26,5,1,1
Google Play Movies & TV,64877568,746894884,USD,0,1195,92,3,4,2.10.0106,12+,Entertainment,37,5,39,1
MixChannel,109877248,747779910,USD,0,6,0,4,0,5.0.5,17+,Photo & Video,37,0,29,1
Alpha Omega,180259840,748048441,USD,0,2892,59,4.5,4.5,3.1.1,4+,Games,37,5,1,1
Toca Lab: Elements,179275776,748057890,USD,2.99,1689,1,4,5,1.1.0,4+,Entertainment,37,5,18,1
Wallpapers for Me - Themes & Background Images,80015360,749046891,USD,0,16925,454,4.5,4.5,4.4,4+,Entertainment,37,5,13,1
Pimp Your Screen - Custom Themes & Wallpapers,81352704,749057895,USD,1.99,6424,533,4.5,4.5,4.2,4+,Lifestyle,37,5,13,1
"Weather Live - Weather Forecast, Radar and Alerts",57539584,749078962,USD,4.99,28497,4672,4.5,4.5,5.4,4+,Weather,38,5,20,1
Weather Live Free - Weather Forecast & Alerts,101524480,749083919,USD,0,35702,3768,4.5,4.5,5.3,4+,Weather,38,5,16,1
Emoji Keyboard for Me - Free Emoji Keyboard Themes,152071168,749094885,USD,0,4162,208,4.5,4.5,6.4,4+,Utilities,38,5,12,1
Emoji Keyboard for Me - Keyboard Themes & Emojis,147377152,749094938,USD,2.99,2167,69,4,4,6.4,4+,Utilities,38,5,12,1
Pimp Your Sound,59085824,749109884,USD,1.99,425,126,4,4,2.6,4+,Music,38,5,12,1
Calculator Pro for iPad - Scientific Calculator,68042752,749113886,USD,2.99,6645,629,4.5,4.5,4.8,4+,Utilities,24,5,14,1
Calculator Pro for iPad Free - Smart Calculator,89096192,749118884,USD,0,47803,6883,4.5,4.5,4.9,4+,Utilities,24,5,14,1
Alarm Clock for Me - Best Wake Up Music & Clock,120000512,749124884,USD,0,4959,768,4,4,2.17,4+,Utilities,37,5,12,1
Alarm Clock for Me - Sleep Timer & Event Countdown,74212352,749125114,USD,3.99,1635,120,4,4,3.1,4+,Utilities,37,5,12,1
"Notepad+: Take Notes, Annotate and Write on PDF",63457280,749132901,USD,14.99,6288,268,4.5,4.5,3.9,4+,Productivity,24,5,12,1
NOAA Radar Pro – Weather Alerts & Forecast,82765824,749133301,USD,3.99,28032,3123,4.5,4.5,3.16,4+,Weather,37,5,12,1
NOAA Weather Radar - Weather Forecast & HD Radar,108172288,749133753,USD,0,45696,2673,4.5,4.5,3.17,4+,Weather,37,5,12,1
Serato Remote Mini,4603904,749969909,USD,4.99,50,50,3,3,1.0.1,4+,Music,40,0,1,1
スタバで呪文,43293696,753237901,USD,0,0,0,0,0,2.8,4+,Food & Drink,37,5,1,1
NightCap Camera,6580224,754105884,USD,1.99,128,9,4,5,9,4+,Photo & Video,37,5,12,1
新概念英语2015最新版-英美全四册,475598848,755018884,USD,0.99,6,1,5,5,2,4+,Education,38,5,1,1
InstaVideo Pro - Add background music to videos,4246528,756869261,USD,1.99,51,11,2,2,2.2.2,4+,Utilities,38,4,1,1
Skateboard Party 2,1294111744,757228497,USD,1.99,187,6,4.5,5,1.12,12+,Games,38,5,11,1
Cursive Writing Wizard - Kids Learn to Write Letters & Words,52457472,757843896,USD,4.99,121,17,5,4.5,3.0.2,4+,Education,37,5,2,1
AJ Jump: Animal Jam Kangaroos!,160192512,758453889,USD,1.99,834,65,4.5,3.5,1.6,4+,Games,40,5,1,1
Calculator HD - the missing calculator on your iPad,3002368,760018895,USD,1.99,42,18,4.5,5,3,4+,Utilities,24,5,30,1
Weaphones: Firearms Simulator Volume 2,35201024,760295036,USD,2.99,481,264,4.5,4.5,1.3.0,12+,Games,43,5,16,1
Skyline Skaters,155365376,760645916,USD,0,11785,4,4.5,4,2.16.1,4+,Games,38,5,30,1
Pakka Pets Village - Build a Cute Virtual Pet Town,205014016,761363261,USD,0,11933,755,4.5,5,2.0.11,4+,Games,37,5,1,1
戦国乙女〜剣戟に舞う白き剣聖〜,1406185472,761980429,USD,14.99,0,0,0,0,1.0.4,17+,Games,43,0,2,0
スナイパイ72,815697920,762124422,USD,0.99,0,0,0,0,1.0.1,12+,Games,43,5,1,1
"Blokus™ – Attack, Block & Defend!",108665856,762630884,USD,1.99,423,36,3.5,3,1.2.0,4+,Games,37,5,31,1
MetaMoJi Note Lite,106452992,763225933,USD,0,93,2,4,5,3.9.3,4+,Productivity,38,2,13,1
Grand Theft Auto: San Andreas,2060416000,763692274,USD,6.99,32533,188,4,4,2,17+,Games,37,5,7,1
Waterlogue,55678976,764925064,USD,3.99,1827,141,4.5,4.5,1.3.1,4+,Photo & Video,37,5,8,1
7 Minute Workout Challenge HD for iPad,116260864,765224318,USD,2.99,258,219,4.5,4.5,1.4,4+,Health & Fitness,24,5,17,1
Hard Time VIP (Prison Sim),47905792,765256153,USD,4.99,276,12,4,4.5,1.36,17+,Games,40,4,16,1
AngerForce - Strikers,307089408,766354752,USD,3.99,22,1,3.5,4,1.36,9+,Games,40,5,4,1
Power Ping Pong,742855680,766396167,USD,4.99,69,0,3.5,0,1.2.1,4+,Games,37,5,2,1
懂球帝 - 足球迷必备神器,77705216,766695512,USD,0,439,2,4.5,4.5,5.6,12+,Sports,38,0,8,1
Disney Movies Anywhere: Watch Your Disney Movies!,81021952,766894692,USD,0,15900,78,3.5,3.5,1.7.8,12+,Entertainment,37,5,1,1
"FXNOW - Full Episodes, Movies, and Stream Live TV",71529472,767268733,USD,0,9496,208,3,4,1.11,12+,Entertainment,37,4,1,1
Angry Birds Epic RPG,581533696,767319014,USD,0,84680,68,4.5,4.5,2.1.2,4+,Games,37,5,11,1
Criminal Case,131917824,767473889,USD,0,63291,1991,4.5,4.5,1.16,12+,Games,37,5,12,1
Spider: Rite of the Shrouded Moon,908151808,767546279,USD,4.99,155,38,4.5,4.5,1.1.1,9+,Games,38,4,1,1
航旅纵横PRO-官方航班动态、手机值机、机票,72461312,768160271,USD,0.99,197,3,4.5,5,2.2.7,17+,Travel,38,0,2,1
TV App,962560,768237041,USD,0.99,195,70,4.5,4,2.1,17+,Lifestyle,43,2,1,1
YouCam Perfect - Photo & Selfie Editor,131635200,768469908,USD,0,4293,44,4.5,5,5.20.1,4+,Photo & Video,37,5,16,1
MiP App,96199680,768591497,USD,0,4350,994,4.5,4.5,1.2.2,4+,Entertainment,35,5,1,1
宜搜小说-亿万网友共享高品质阅读离线追更,42125312,768592885,USD,0,201,8,4.5,4.5,2.17.0,17+,Book,38,0,2,1
Hide N Seek : Mini Multiplayer Game,185019392,768592901,USD,0,10358,293,4,4,4.6,12+,Games,38,5,1,1
合戦!!にんじゃ村,186089472,768620766,USD,4.99,0,0,0,0,2,4+,Games,38,5,1,1
Stick & MojiMe New,64851968,769175514,USD,0.99,10,0,1.5,0,2.7.1,12+,Lifestyle,37,3,1,1
Bowling King,174499840,769737983,USD,0,60271,114,4.5,4,1.40.23,4+,Games,38,4,1,1
Microtrip,32567296,770177884,USD,0,1551,797,4.5,4.5,1.5.1,4+,Games,38,5,1,1
Pointless Quiz,80462848,770903376,USD,1.99,32,5,4.5,5,2.4,4+,Games,38,5,1,1
LEGO® Star Wars™:  Microfighters,248688640,771269254,USD,0.99,139,28,3.5,3.5,1.51,9+,Games,40,5,1,1
Date & Time Photo Stamp,618496,771433054,USD,0.99,21,21,2.5,2.5,1,4+,Photo & Video,38,1,1,1
LEGO® Friends,766447616,771989093,USD,4.99,400,316,4,4.5,1.2.67152,4+,Games,38,5,1,1
News Pro - Breitbart Edition,2683904,772561884,USD,0.99,244,129,3.5,4.5,1.0.10,4+,News,37,1,1,1
Ducky Fuzz,61550592,773126820,USD,0.99,1,1,5,5,1.03,9+,Games,43,4,1,1
FilmStory - For All Your Video Editing Needs,80793600,774620933,USD,0,66,8,4,3.5,2.5,4+,Photo & Video,37,2,5,1
Kahuna,60870656,774875399,USD,0.99,59,39,4,4,1.1,4+,Games,40,5,3,1
MiFlight™ – Airport security line wait times at checkpoints for domestic and international travelers,40896512,775201158,USD,0,493,76,4.5,2,1.966,4+,Travel,40,0,1,1
WWE SuperCard,395563008,775402833,USD,0,13842,157,4.5,4,1.7.248694,9+,Games,37,5,9,1
iA Writer,28087296,775737172,USD,3.99,541,20,4,4.5,4.0.5,4+,Productivity,37,5,3,1
Beast Poker,108818432,775873865,USD,0,0,0,0,0,5.6.15,12+,Games,40,0,28,1
Shadowmatic,314895360,775888026,USD,3.99,6136,342,4.5,5,1.9.5,4+,Games,40,5,13,1
Dungeon Boss,169657344,776132132,USD,0,20980,616,4.5,4.5,0.5.7961,9+,Games,38,5,5,1
Motorsport Manager,714420224,776865453,USD,1.99,2394,1821,4.5,4.5,1.1.5,9+,Games,38,5,6,1
ChineseSkill -Learn Mandarin Chinese Language Free,174596096,777111034,USD,0,6077,157,5,5,4.1.1,4+,Education,37,3,8,1
"GoodReader - PDF Reader, Annotator and File Manager",64333824,777310222,USD,4.99,4756,1191,4.5,4.5,4.12.1,4+,Productivity,40,5,1,1
miCal - the missing calendar with reminders,32152576,777512000,USD,1.99,245,35,4,4,7.8,4+,Productivity,38,5,8,1
FilmStory Pro - For All Your Video Editing Needs,80793600,777630969,USD,3.99,0,0,0,0,2.5,4+,Photo & Video,37,2,5,1
Naughty Kitties,221608960,778378115,USD,0,4162,207,4.5,4.5,1.2.17,4+,Games,40,5,1,1
FlixBus - bus travel in Europe,29140992,778437357,USD,0,92,4,4.5,4.5,3.8.1,4+,Travel,37,0,18,1
GoodNotes 4 - Notes & PDF,195221504,778658393,USD,7.99,7004,85,4.5,4.5,4.11.10,4+,Productivity,37,5,11,1
Isabelle Dance Studio,563912704,778679533,USD,0.99,178,114,3,3,1.0.2,4+,Games,40,4,1,1
Threes!,93796352,779157948,USD,2.99,18494,1983,4.5,3.5,1.3.5,4+,Games,40,5,1,1
The Amazing Spider-Man 2,1452716032,779561331,USD,6.99,8843,4622,4,4.5,1.2.0,12+,Games,38,5,16,1
Santa was in my House! Catch Santa Camera,11927552,780214292,USD,0.99,2,2,1,1,1,4+,Games,43,2,1,1
Fonta,22478848,780458840,USD,0.99,217,94,4,4,1.2.0,4+,Photo & Video,38,0,30,1
Effects Studio,69170176,780467456,USD,1.99,64,2,4,4.5,4.3.7,9+,Photo & Video,37,5,11,1
"Quick Fit - 7 Minute Workout, Abs, and Yoga",187962368,783214985,USD,0,407,39,4.5,4.5,2.8,4+,Health & Fitness,37,5,30,1
First Strike 1.3,149073920,783636913,USD,3.99,1016,3,4,4.5,1.3.1.1,12+,Games,38,5,1,1
R.B.I. Baseball 14,839073792,783753727,USD,4.99,4459,1703,3,4,1.0.5,4+,Games,40,5,1,1
Shadow Blade,606646272,783960953,USD,1.99,503,37,4.5,4.5,1.5.2,12+,Games,43,5,1,1
Beautiful Japanese Handwriting,37053440,784279176,USD,0,0,0,0,0,3.0.6,17+,Education,24,5,1,1
J&J Official 7 Minute Workout,242486272,784797900,USD,0,4861,138,5,5,2.6.3,4+,Health & Fitness,37,4,31,1
赤ペン 提出カメラ,22713344,785267899,USD,0,0,0,0,0,3.2,4+,Education,36,5,1,1
Heart of Vegas Slots – Casino Slot Machine Games,96088064,785537179,USD,0,19355,317,4.5,4.5,2.22.0,12+,Games,38,5,1,1
Mixgram - Picture Collage Maker - Pic Photo Editor,90218496,785638228,USD,0,54282,1440,4.5,4.5,4.2.2,4+,Photo & Video,37,5,16,1
"Yoshirt - Design Your Own Custom Tshirt, Tote Bag, Socks and More",49271808,785725887,USD,0,1849,87,4,4,3.3.3,4+,Lifestyle,37,5,8,1
Farming USA,92385280,785904635,USD,1.99,987,35,4.5,4,1.7,4+,Games,38,1,1,1
咪咕视频-电视剧综艺直播,43587584,787130974,USD,0,0,0,0,0,4.0.0,17+,Lifestyle,38,0,3,1
Patrick Kane's MVP Hockey,162003968,787141016,USD,3.99,849,113,4.5,4.5,1.4.0,4+,Games,38,5,1,1
宜人贷借款,64179200,787786130,USD,0,12,0,4.5,0,4.4.0,17+,Finance,38,0,1,1
AG Drive,541367296,789356890,USD,3.99,1218,93,4,3.5,1.8.2,4+,Games,37,5,1,1
Beautiful Japanese Handwriting for iPhone,23057408,789605324,USD,0,0,0,0,0,3.0.5,4+,Education,37,0,1,1
Jodel,56655872,789870026,USD,0,1193,19,4.5,5,3.58,17+,Social Networking,37,0,14,1
Block Сity Wars: game and skin export to minecraft,793368576,790203750,USD,0,13097,468,4.5,4.5,6.4.5,17+,Games,38,5,1,1
KORG Gadget,918957056,791077159,USD,39.99,1297,92,4.5,5,3.0.1,4+,Music,37,5,5,1
"Warhammer 40,000: Deathwatch - Tyranid Invasion",1676402688,791134629,USD,1.99,2917,2550,4.5,4.5,1.3,12+,Games,37,4,1,1
Jurassic World™: The Game,482223104,791211390,USD,0,149138,913,4.5,4.5,1.13.14,4+,Games,37,5,10,1
Card Wars - Adventure Time Card Game,1256266752,791341471,USD,3.99,13245,1095,3.5,4,1.11.0,9+,Games,40,5,6,1
开心消消乐®,136075264,791532221,USD,0,40,2,4,2.5,1.1.34,4+,Games,40,5,3,1
"Logos Quiz -Guess the most famous brands, new fun!",72567808,792595594,USD,0,58640,2023,5,5,2,4+,Games,38,2,1,1
UK Snow Radar,23069696,792694774,USD,1.99,0,0,0,0,1.5,4+,Weather,37,5,1,1
VPN SecureLine - privacy & security by Avast,79377408,793096595,USD,0,1534,16,4,5,4.1.1,4+,Utilities,37,4,26,1
feather for Twitter,66388992,793157344,USD,2.99,22,0,4.5,0,3.7.0,17+,Social Networking,37,0,3,1
Smart Channel -New Style of News Reader-,26721280,793772904,USD,0,0,0,0,0,2.4,17+,News,38,0,1,1
ゆるドラシル -本格派神話RPG-,91238400,794156760,USD,0,14,0,4.5,0,01.44.02,4+,Games,37,5,1,1
QRコードリーダー for iPhone - 無料で使えるQRコード読み取り用アプリ,909312,794278407,USD,0,1,1,5,5,1.0.2,4+,Productivity,38,0,2,1
Crazy Taxi™ City Rush,237275136,794507331,USD,0,22877,993,4.5,4.5,1.7.1,4+,Games,38,5,8,1
Disco Zoo,116933632,794524208,USD,0,24999,573,4.5,4.5,1.4.2,4+,Games,37,5,1,1
Staccal 2 - Calendars and Reminder,52536320,794729836,USD,0.99,14,0,3.5,0,2.7.2,4+,Productivity,37,0,2,1
Slice Fractions,209878016,794730213,USD,3.99,834,140,4.5,5,1.04.00,4+,Education,38,5,15,1
Mimitos Virtual cat with minigames,59750400,794859457,USD,0,8899,146,4.5,4.5,2.1,12+,Games,38,5,3,1
Jumpy Horse Show Jumping,1122046976,794884903,USD,2.99,746,39,4,4.5,1.9,4+,Games,37,2,1,1
Tengami,259990528,794960248,USD,3.99,703,31,4,4.5,1.4.1,4+,Games,37,5,14,1
Drillbook Next Reader,7758848,795739546,USD,2.99,7,0,3.5,0,1.09,4+,Music,37,0,1,1
Carp Fishing Simulator,449393664,796149420,USD,4.99,39,8,4,4.5,2.0.0,4+,Games,37,4,1,1
Dr. Panda's Restaurant 2,157179904,796333129,USD,2.99,3821,3477,4.5,4.5,1.2,4+,Education,40,5,1,1
"平安好车主-用车助手,安全管家",85696512,796339836,USD,0,5,0,1.5,0,3.11.2,17+,Lifestyle,38,0,2,1
Let's do pretend Ice-cream shop! - Work Experience-Based Brain Training App,81796096,796851829,USD,1.99,0,0,0,0,1.1.1,4+,Education,40,5,2,1
工银融e联,100601856,796870199,USD,0,13,0,1.5,0,2.3.7,12+,Finance,40,0,2,1
Nintype,77518848,796959534,USD,4.99,813,7,3.5,3.5,1.99,9+,Productivity,37,1,1,1
MarcoPolo Ocean,771670016,797157312,USD,0,529,51,4.5,5,3.0.4,4+,Education,38,5,8,1
お弁当をつくろう！ママごっこ－お仕事体験知育アプリ,83139584,797339772,USD,1.99,0,0,0,0,1.3.1,4+,Education,40,5,2,1
Caf - Mon Compte,2441216,797511732,USD,0,0,0,0,0,1.1.1,4+,Utilities,40,0,2,1
"Got It - Homework Help Math, Chem, Physics Solver",32726016,797535508,USD,0,4903,47,4.5,4.5,3.5.2,9+,Education,37,5,1,1
RollerCoaster Tycoon® 4 Mobile™,195613696,797639732,USD,0,21407,1146,3.5,4,1.10.14,4+,Games,37,5,14,1
TMNT: Brothers Unite,270014464,797809194,USD,2.99,449,0,4,0,1.0.3,9+,Games,40,5,1,1
Repost It! for Instagram Pro - Video Photo Whiz,54003712,797818385,USD,2.99,745,98,4,4.5,1.6.0,4+,Social Networking,37,3,1,1
Rookie Cam - Photo Editor & Filter Camera,110953472,799406905,USD,0,33921,2404,4.5,4.5,3.2,4+,Photo & Video,37,5,18,1
Out There: Ω Edition,164665344,799471892,USD,3.99,1895,32,4.5,4,2.5,4+,Games,40,5,7,1
mySTATE - State College,7122944,799631716,USD,0.99,26,8,4.5,3.5,1.6,17+,Navigation,38,0,1,1
宜搜小说-热门网络书籍看书追更必备神器,39294976,802869990,USD,0.99,8,0,5,0,2.17.0,17+,Book,38,0,2,1
Tricks for iPhone (Pro),22793216,802889610,USD,1.99,0,0,0,0,2.5,4+,Utilities,37,5,2,1
Athletics: Winter Sports (Full Version),147554304,803346990,USD,0.99,142,0,4,0,2,4+,Games,37,5,1,1
作业帮-小初高学生拍照答疑学习辅导助手,134531072,803781859,USD,0,101,0,4.5,0,8.6.4,4+,Education,38,5,1,1
Shin Megami Tensei (ENG),27975680,804069802,USD,7.99,147,147,5,5,1.0.0,12+,Games,43,0,1,0
Adobe Photoshop Lightroom for iPad,146830336,804177739,USD,0,2005,2,4,1,2.7.4,4+,Photo & Video,24,5,12,1
Words with Friends – Best Word Game,183009280,804379658,USD,0,160668,613,4.5,4,5.35,4+,Games,37,4,6,1
Speak & Translate － Live Voice and Text Translator,60432384,804637783,USD,19.99,4344,283,4.5,4.5,3.5,4+,Reference,38,5,12,1
Speak & Translate － Voice and Text Translator,78640128,804641004,USD,0,12062,537,4.5,4.5,3.5,4+,Productivity,38,5,12,1
Photon X Private Browser and Flash Player for iPad,34798592,804888540,USD,0.99,18,6,4,2.5,5,17+,Productivity,24,3,10,1
ALOE -ダイエット・ヨガ・エクササイズ…健康美を追求する女性の人気無料ニュースアプリ,32138240,805532295,USD,0,0,0,0,0,2.2.0,4+,Lifestyle,37,0,2,1
MagicBars - HomeScreen Wallpaper With Creativity,5218304,805548819,USD,1.99,84,74,3,3,1.2,4+,Entertainment,38,0,1,1
Lastronaut,25448448,805839157,USD,0,1576,235,4.5,4.5,1.1.3,9+,Games,38,0,1,1
Crazy Kitchen,196248576,805845189,USD,0,30704,67,5,4.5,4.1.2,4+,Games,38,5,1,1
Tynker - Learn to Code. Programming Made Easy.,168828928,805869467,USD,0,771,1,4.5,1,4.0.14,4+,Education,24,5,1,1
War Robots,600535040,806077016,USD,0,97122,380,4.5,4.5,2.9.0,12+,Games,38,5,17,1
Peak - Brain Training,254793728,806223188,USD,0,20322,29,4.5,4.5,3.2,4+,Education,37,5,14,1
"Baby Food Fair - Make, Eat, Play - Have Fun!",83722240,807411101,USD,0,520,51,3.5,4,1.8,4+,Games,40,5,12,1
X-Tactics,94363648,807416704,USD,3.99,25,2,5,5,2.4.0,12+,Games,38,5,6,1
Toca Pet Doctor,330686464,808108897,USD,2.99,365,25,4,4,1.0.4,4+,Education,40,4,18,1
Crashlands,117937152,808296431,USD,4.99,1721,32,4.5,5,1.2.14,9+,Games,37,5,1,1
The Olympics - Official App for the Olympic Games,11540480,808794344,USD,0,470,0,1.5,0,2.1.3,4+,Sports,38,5,2,1
Fragment's Note2 Side:雪月,1169608704,809657936,USD,2.99,0,0,0,0,1.0.3,4+,Games,43,4,1,1
StaffWars,40855552,810405576,USD,0.99,99,13,4.5,3.5,1.70.0,4+,Education,40,5,1,1
You Must Build A Boat,98627584,811397653,USD,2.99,444,194,4,4,1.2.1769,4+,Games,40,5,1,1
Autumn Dynasty Warlords,240103424,813330182,USD,6.99,572,222,4.5,4.5,2.11,9+,Games,40,5,1,1
Deliciously Ella,522395648,813952961,USD,3.99,62,0,3.5,0,4.0.0,4+,Food & Drink,37,4,1,1
Bridge Constructor Medieval,104359936,814323051,USD,1.99,262,39,4.5,4.5,1.5,4+,Games,43,5,13,1
Star Horizon,955272192,814466047,USD,3.99,200,4,4,4,2.2.3,9+,Games,38,5,10,1
Restaurant Story 2,154361856,814656403,USD,0,9699,2440,4,4,1.7.9,12+,Games,43,5,8,1
Surgeon Simulator,514434048,814977594,USD,4.99,4820,43,4,3.5,1.5,12+,Games,37,5,1,1
Godus,167555072,815181808,USD,0,81311,709,4.5,4.5,1.14,4+,Games,38,4,1,1
Vocabulary.com,8671232,815218412,USD,2.99,1718,1650,4.5,4.5,1.0.1,9+,Education,40,5,1,1
Dash Up 2,72339456,815876493,USD,0,8,4,4.5,4.5,3.0.9,4+,Games,38,5,1,1
Scan & Translate - image Scanner and Translator,102495232,816177666,USD,2.99,1376,52,4,4,4,4+,Utilities,37,5,15,1
Crazy Freekick,33681408,816202468,USD,0,228,11,4.5,4.5,1.0.5,4+,Games,40,5,12,1
PKTBALL - Endless Arcade Smash Sport,123222016,816283225,USD,0,5492,145,4.5,5,1.2.2,4+,Games,40,5,1,1
"ytools-flashlight,ruler,spirit level,protractor and sound level meter",2162688,816821851,USD,0.99,43,33,4.5,4.5,3.1.1,4+,Utilities,38,2,3,1
TestNav,4448256,818779127,USD,0,491,122,1.5,1.5,1.5.1,4+,Education,24,4,2,1
OUTDODGE,41732096,819169133,USD,0,117,48,4,4,1.0.3,4+,Games,38,4,1,1
Don't Touch This - Secret Data Vault,40141824,819197891,USD,6.99,615,117,4.5,4.5,2.8,17+,Photo & Video,37,5,12,1
Micromedex Drug Reference Essentials,5693440,819627009,USD,2.99,428,37,1.5,2.5,1.77.0,12+,Medical,40,3,1,1
JR東日本アプリ,25631744,820004378,USD,0,0,0,0,0,2.10.0,12+,Navigation,37,0,1,1
Social Picket - Stalker & Spy for Instagram,11301888,820802943,USD,0,285,88,4,3.5,1.3.1,12+,Utilities,38,2,2,1
Sight Words Ninja - Slicing Game to Learn to Read,55710720,821374885,USD,1.99,112,8,4,4.5,2,4+,Education,37,5,1,1
"单机三国志-不抽卡无体力,战个痛快",134600704,821399915,USD,0.99,15,0,4.5,0,1.3.9,9+,Games,43,5,2,1
AnyFont,6157312,821560738,USD,1.99,324,16,4,5,2.8,4+,Utilities,37,5,7,1
Sometimes You Die,27910144,822701037,USD,1.99,428,88,4,4.5,1.31,12+,Games,40,3,2,1
Page: English Grammar & Spell Checker + Translator,24753152,822797943,USD,3.99,1252,6,4.5,3,4.93,4+,Productivity,38,5,9,1
iWeather - World weather forecast,30547968,823413326,USD,0,80,3,4.5,3.5,3.5,4+,Weather,37,2,1,1
