App Name,Size (bytes),App id,Currency,Price,Rating (All),Rating (Current),Avg Rating (All),Avy Rating (Current),Version,Rating(Content),Prefrence,Supp Devices,Screenshot,Supp Lang,Vpp Lic
优酷视频,204959744,336141475,USD,0,4885,0,3.5,0,6.7.0,12+,Entertainment,38,0,2,1
DOOM Classic,32796672,336347946,USD,4.99,3970,509,4,4,2.7,17+,Games,40,3,5,1
SoundCloud - Music & Audio,105009152,336353151,USD,0,135744,594,4,4.5,5.6.0,4+,Music,37,4,7,1
imo video calls and chat,22562816,336435697,USD,0,18841,0,4,0,7.0.84,4+,Social Networking,38,2,29,1
Plane Finder - Flight Tracker,52632576,336477530,USD,3.99,1438,171,4,4,9.4.1,4+,Navigation,37,3,10,1
"Runtastic Running, Jogging and Walking Tracker",151388160,336599882,USD,0,10298,7,4.5,3.5,7.3,4+,Health & Fitness,37,0,15,1
iFiles,47323136,336683524,USD,0.99,1842,23,3.5,2.5,1.17.11,4+,Productivity,38,1,1,1
TeachMe: Kindergarten,59846656,336689375,USD,1.99,2548,5,4,4,4.2.2,4+,Education,37,5,1,1
Moorhuhn Deluxe - Crazy Chicken,27807744,336834650,USD,0.99,319,12,3,5,2.8.0,12+,Games,38,5,5,1
Victoria’s Secret – The Sexiest Bras & Lingerie,60976128,336860594,USD,0,34507,38,3.5,5,5.2.1,12+,Shopping,37,0,1,1
MONOPOLY Game,194386944,337021781,USD,0.99,26482,331,3.5,2.5,1.4.04,4+,Games,37,0,6,1
n-tv Nachrichten,49470464,337056601,USD,0,273,0,3,0,5.25,12+,News,37,5,1,1
Shazam Encore,147118080,337288863,USD,2.99,8331,24,4,3.5,11.0.2,12+,Music,37,3,15,1
Harry Potter: Spells,125411328,337402021,USD,0.99,17023,916,4,4.5,2.2,4+,Games,40,0,1,1
First Words Deluxe,63316992,337462979,USD,4.99,1101,8,4,4,7,4+,Games,38,5,1,1
Clay Hunt,15313920,337571576,USD,0.99,1193,1,4,2,3.5.3,17+,Games,40,5,1,1
Dream Team - be your own fantasy football manager,69816320,337710261,USD,0,35,0,2.5,0,12.8.0,17+,Sports,37,3,1,1
Jet Car Stunts,32848910,337866370,USD,1.99,4088,436,4,4.5,1.5.0,4+,Games,47,4,1,1
Call of Duty: Zombies,52821364,338057689,USD,4.99,63943,31264,4,4,1.5.0,17+,Games,47,0,1,1
"Walmart: Free 2-Day Shipping,* Easy Store Shopping",146507776,338137227,USD,0,70286,51,3,4,17.8,4+,Shopping,37,0,1,1
AirWatch Agent,24747008,338761996,USD,0,1150,0,2.5,0,5.5,4+,Business,37,5,19,1
Shop Savvy Barcode Scanner - Price Compare & Deals,89517056,338828953,USD,0,54630,280,2.5,4.5,12,4+,Shopping,37,4,1,1
Voice Changer Plus,40722432,339440515,USD,0,98777,233,3,4,5.01,4+,Entertainment,37,2,12,1
CatPaint,73332736,339462921,USD,0.99,649,11,4,4,3.5.1,4+,Photo & Video,37,5,1,1
Redbox,83906560,339532909,USD,0,60236,58,3,4.5,5.24,12+,Entertainment,37,0,1,1
クックパッド - No.1料理レシピ検索アプリ,76644352,340368403,USD,0,115,0,3.5,0,17.5.1.0,4+,Food & Drink,37,5,1,1
Trenches,37340259,340769953,USD,0.99,26732,1428,4,4.5,1.9.3,17+,Games,43,0,1,1
The Christmas List,26137600,340779800,USD,1.99,2722,1,4.5,5,2.1,4+,Shopping,37,0,1,1
Macy's,107816960,341036067,USD,0,11013,76,3.5,5,5.11.0,4+,Shopping,37,0,1,1
Calorie Counter & Diet Tracker by MyFitnessPal,152700928,341232718,USD,0,507706,181,4.5,4.5,7.16,4+,Health & Fitness,37,5,19,1
BlaBlaCar - Trusted Carpooling,112024576,341329033,USD,0,397,0,4.5,0,4.10.1,4+,Travel,37,0,16,1
Refills Calendar - Scheduler - Note,35864576,341691394,USD,9.99,196,3,4,5,4.0.1,4+,Productivity,38,5,2,1
5-0 Radio Pro Police Scanner (Extra Feeds),49594368,341776037,USD,3.99,24553,2620,4,4.5,39.1,9+,News,38,5,26,1
Hipstamatic,114081792,342115564,USD,2.99,12557,6,3.5,5,337,4+,Photo & Video,37,5,15,1
Sing Karaoke Songs Unlimited with StarMaker,91267072,342138881,USD,0,26227,7,4,4.5,6.0.3,9+,Music,37,4,14,1
TurboScan™ Pro - document & receipt scanner: scan multiple pages and photos to PDF,8821760,342548956,USD,4.99,28388,7009,5,5,2.8.2,4+,Business,38,5,9,1
Positivity with Andrew Johnson,69513216,342602105,USD,2.99,282,1,4,5,3.38,4+,Health & Fitness,38,4,1,1
Rat On A Scooter XL,7767040,342699962,USD,0.99,19296,7,4,4,1.24.1,4+,Games,37,3,1,1
IMDb Movies & TV - Trailers and Showtimes,88702976,342792525,USD,0,183425,4724,4.5,5,7.11,12+,Entertainment,37,5,10,1
Angry Birds,175966208,343200656,USD,0,824451,107,4.5,3,7.4.0,4+,Games,38,0,10,1
DB Navigator,84791296,343555245,USD,0,512,6,3.5,5,17.04.00,4+,Travel,38,0,2,1
Video Calls with Santa,27997184,343638336,USD,2.99,315,0,3.5,0,5.1,4+,Lifestyle,37,0,31,1
Voyages-sncf.com : book train and bus tickets,131463168,343889987,USD,0,268,0,3.5,0,38,4+,Travel,37,5,6,1
The Font Game,5415000,344065205,USD,1.99,438,295,4.5,4.5,2.1,4+,Games,45,0,1,1
ImmobilienScout24: Real Estate Search in Germany,126867456,344176018,USD,0,187,0,3.5,0,9.5,4+,Navigation,37,5,3,1
Grand Theft Auto: Chinatown Wars,878883840,344186162,USD,4.99,15142,73,4,4,4.4,17+,Games,38,5,6,1
Southwest Airlines,88773632,344542975,USD,0,30552,18,3,2.5,4.5.1,4+,Travel,37,0,1,1
The Sims 3 World Adventures,812758016,345445479,USD,2.99,9744,42,3.5,3,1.2.21,12+,Games,37,4,6,1
Star Chart,28616704,345542655,USD,0,13482,2517,4.5,4.5,3.98,4+,Education,38,5,8,1
TaxCaster – Free tax refund calculator,7111680,346184215,USD,0,17516,125,3.5,5,7.2,4+,Finance,37,5,1,1
Glow Hockey 2 FREE,34056767,346453382,USD,0,186653,226,3.5,3.5,2.2.9,4+,Games,43,0,1,1
"Big Button Box - funny sounds, sound effects buttons, pro fx soundboard, fun games board, scary music, annoying fart noises, jokes, super cool dj effect, cat, dog & animal fx",21450752,346513173,USD,0.99,10031,142,4,5,4.1,4+,Entertainment,43,0,1,1
TV SPIELFILM - TV Programm mit Live TV,97879040,346997126,USD,0,81,0,3,0,5.2,4+,Entertainment,37,5,1,1
All-in-1 Logic GameBox,22299021,347310316,USD,0.99,9854,823,4,4,1.19,4+,Games,47,0,1,1
Roadside America,10231808,347393479,USD,2.99,1093,106,4,4.5,1.9.0,9+,Travel,38,0,1,1
Pocket Yoga,132480000,347400507,USD,2.99,4475,95,4.5,4.5,5.3.2,4+,Health & Fitness,37,5,2,1
Sonic the Hedgehog 2,47182848,347411942,USD,2.99,9405,1089,4,4.5,3.1.10,4+,Games,37,5,1,1
Simply Being - Guided Meditation for Relaxation and Presence,100048896,347418999,USD,1.99,2417,1366,4.5,4.5,6,4+,Health & Fitness,38,2,1,1
CamCard - Business card scanner & reader,174839808,347803339,USD,0.99,2923,300,4.5,4.5,7.9.5,4+,Business,37,0,7,1
This American Life,13725696,348530331,USD,2.99,8657,1468,3.5,4,3.0.8,9+,Entertainment,38,4,1,1
Timetracks - Slit-Scan Camera,11369472,348543978,USD,0.99,70,1,2,1,2.2.0,4+,Photo & Video,37,4,5,1
franceinfo - l'actualité & les élections en direct,155857920,348684697,USD,0,162,32,4,5,5.2.0,17+,News,37,5,2,1
DOUBUTSU URANAI®-Animal Fortune-,38718464,349079731,USD,0.99,5,0,4,0,2.9.5,4+,Lifestyle,40,0,2,1
Doodle Army,17879270,349276209,USD,0.99,12354,1428,4,4.5,3.1.0,12+,Games,47,0,1,1
Ameba,96635904,349442137,USD,0,269,0,3,0,8.6.1,12+,Social Networking,37,0,1,1
eBook: War and Peace,8039424,350480010,USD,3.99,0,0,0,0,7.1,9+,Book,37,5,1,1
Plants vs. Zombies,105379840,350642635,USD,0.99,426463,680,5,4,1.9.13,9+,Games,38,0,5,1
Weibo,199585792,350962117,USD,0,7265,11,3.5,4,7.5.2,17+,Social Networking,37,5,2,1
大众点评-发现品质生活,244516864,351091731,USD,0,844,1,4,1,9.2.4,17+,Lifestyle,37,5,2,1
AlloCiné : Cinéma et Séries,123450368,351184863,USD,0,101,1,4,5,7.1.0,12+,Entertainment,37,5,1,1
"Badoo - Meet New People, Chat, Socialize.",157625344,351331194,USD,0,34428,23,4.5,4,5.8.0,17+,Social Networking,37,4,30,1
Flick Kick Field Goal,75612160,351707231,USD,1.99,36946,152,4.5,4,1.11.0,4+,Games,38,5,3,1
Venmo,68153344,351727428,USD,0,21090,1325,4.5,5,7.1.0,4+,Finance,37,4,1,1
"Dungeons & Such Treasures,Collectibles and Dragons",84469760,351939099,USD,2.99,653,8,4.5,4.5,3.4.2,12+,Games,37,1,31,1
"StarMap 3D+: Night Sky, Astronomy, Star View Guide",100368384,351986992,USD,3.99,1118,29,4.5,5,3.5.3,4+,Education,37,5,29,1
Shift Worker,7344128,352000376,USD,1.99,348,33,4,4,1.5.4,4+,Productivity,40,0,1,0
"Spy Calc - Hide pictures, videos, documents",25097281,352041837,USD,1.99,207,50,3.5,3,3.0.3,9+,Utilities,40,0,34,1
Waterlogged - Daily Hydration Tracker,43439104,352199775,USD,0,5000,23,4.5,4.5,2.5.11,12+,Health & Fitness,37,5,10,1
MyNetDiary PRO - Calorie Counter and Food Diary,83851264,352247139,USD,3.99,15188,272,4.5,4,5.3,12+,Health & Fitness,37,0,2,1
The Washington Post Classic,118980608,352509417,USD,0,18572,307,4.5,4.5,3.8.2,12+,News,37,3,1,1
F-Sim Space Shuttle,76394496,352670055,USD,4.99,6403,491,4.5,4.5,2.1,4+,Games,43,5,1,1
"Groupon - Deals, Coupons & Discount Shopping App",127382528,352683833,USD,0,417779,914,4.5,4.5,17.7,12+,Shopping,37,4,10,1
Learn to Speak Spanish Fast With MosaLingua,48819200,353372460,USD,4.99,9,1,5,5,9.2,12+,Education,38,5,5,1
"Coaster VR, Extreme Endless 3D Stereograph",30977024,353573707,USD,0.99,107,0,2.5,0,1.1.5,4+,Entertainment,37,5,1,1
Parents Calling Easter Bunny,8073209,353603279,USD,1.99,72,72,2,2,1,4+,Lifestyle,47,0,1,1
Sporcle,15676416,353642901,USD,2.99,2044,10,3.5,3,5.4,9+,Games,37,5,1,1
"Univision Deportes: Liga MX, MLS, Fútbol En Vivo",81876992,353665650,USD,0,16683,21,3.5,2.5,5.5,4+,Sports,37,5,2,1
DOOM II RPG,48700821,354051766,USD,0.99,1455,1450,3,3,1,12+,Games,47,0,1,1
STREET FIGHTER IV,581353472,354655665,USD,4.99,15056,751,4,4,1.00.12,17+,Games,40,0,3,1
Dr. Seuss Camera - The Cat in the Hat Edition,9906176,354850853,USD,0.99,249,5,4.5,4.5,1.5.5,4+,Photo & Video,37,0,1,1
FINAL FANTASY,114843648,354972939,USD,7.99,6091,75,4,3.5,1.1.2,9+,Games,38,3,8,1
FINAL FANTASY II,199450624,354974729,USD,7.99,2754,55,4,2.5,1.1.1,9+,Games,38,5,6,1
Worms 2: Armageddon,529755136,355524910,USD,4.99,9870,12,4.5,4.5,1.25,12+,Games,40,5,1,1
SoundHound Song Search & Music Player,70516736,355554941,USD,0,82602,13,4,4.5,7.6,9+,Music,37,5,23,1
Jourist Weltübersetzer,147066880,355709084,USD,7.99,0,0,0,0,2.8,4+,Travel,40,5,1,1
TeachMe: 1st Grade,90241024,355940964,USD,1.99,762,5,4,5,4.0.2,4+,Education,37,5,1,1
TeachMe: 3rd Grade,174268416,356618664,USD,1.99,160,2,4,3,2.0.2,4+,Education,37,5,1,1
ヤフオク! 利用者数NO.1のオークション、フリマアプリ,187040768,356968629,USD,0,9,0,3,0,6.14.0,17+,Shopping,37,0,1,1
Kik,151864320,357218860,USD,0,260965,228,4,3,11.21.0,12+,Social Networking,37,0,14,0
Slow Shutter Cam,4466688,357404131,USD,1.99,2305,100,4,5,4,4+,Photo & Video,37,5,4,1
PeakFinder Earth,35478528,357421934,USD,4.99,137,21,4,5,3.0.7,4+,Travel,37,3,10,1
AgingBooth,31869952,357467791,USD,0,11999,233,4,4.5,3.9.5,4+,Entertainment,37,4,1,1
"iWatermark - Watermark 1 or Batch of Photos. Watermarking with Text, Logo, & Graphics Overlays.",21771264,357577420,USD,1.99,1995,148,4.5,4.5,6.5,12+,Photo & Video,38,5,14,1
Tabs & Chords by Ultimate Guitar - learn and play,103049216,357828853,USD,2.99,35045,250,4.5,4.5,3.1.2,4+,Music,37,0,6,1
"Dude, your car!",40586240,358055270,USD,0.99,343,15,4,4.5,2.5,4+,Entertainment,38,0,30,1
Drawing Pad,220397568,358207332,USD,1.99,1824,113,4,4,2.5.1,4+,Entertainment,24,5,22,1
ESPN Tournament Challenge,69057536,359891723,USD,0,39642,492,4,4,5.5.3,4+,Sports,37,5,1,1
Solitaire,101943296,359917414,USD,0,679055,9673,4.5,4.5,4.11.2,4+,Games,38,4,11,1
Notability,122235904,360593530,USD,9.99,17594,143,4,4,6.5.2,4+,Productivity,37,5,14,1
Rubik's® Cube,151954432,361231506,USD,1.99,3531,177,4,4.5,2.5,4+,Games,38,5,1,1
Super Why! Power to Read,138047488,362179828,USD,3.99,1080,5,3.5,2.5,4,4+,Education,37,5,1,1
Amex Mobile,105982976,362348516,USD,0,11421,57,4,2.5,5.21.1,4+,Finance,37,4,1,1
Fruit Ninja Classic,104590336,362949845,USD,1.99,698516,132,4.5,4,2.3.9,4+,Games,38,5,13,1
Animation Creator HD,32051200,363201632,USD,3.99,4497,448,4,4,1.14.3,12+,Entertainment,24,5,1,1
Plants vs. Zombies HD,225859584,363282253,USD,0.99,163598,503,5,4,1.9.12,9+,Games,24,5,5,1
SCRABBLE Premium for iPad,229992448,363306776,USD,9.99,39678,114,3.5,3.5,5.19.0,4+,Games,24,5,6,1
Graphic - illustration and design,32604160,363317633,USD,8.99,1809,52,4.5,3.5,3.2.5,4+,Productivity,24,5,1,1
Ship Finder,22948864,363360636,USD,4.99,624,20,3.5,3.5,9.0.1,4+,Navigation,37,1,1,1
Photogene ⁴,35422208,363448251,USD,2.99,3761,596,4.5,4.5,4.3,4+,Photo & Video,40,5,1,1
Hurricane HD,32083968,363451838,USD,3.99,353,8,4,3.5,3,12+,Weather,24,5,1,1
Star Walk HD - Night Sky Map,150221824,363486802,USD,4.99,6503,60,4.5,5,7.2.3,4+,Education,24,5,12,1
Space War HD,30270464,363486833,USD,0.99,71,3,3,4.5,5.3,4+,Games,37,2,4,1
Netflix,125016064,363590051,USD,0,308844,139,3.5,3,9.21.3,4+,Entertainment,37,5,20,1
forScore,35717120,363738376,USD,9.99,3909,36,4.5,5,10.2.5,4+,Music,24,5,14,1
ComicGlass [ComicReader],31955968,363992049,USD,2.99,308,0,4.5,0,9.11,12+,Utilities,40,5,7,1
iAnnotate PDF,44099584,363998953,USD,9.99,11156,8,4.5,2.5,3.2.6,4+,Productivity,24,5,1,1
ArtStudio for iPad - Draw Sketch and Paint,34310144,364017607,USD,4.99,8542,543,4.5,5,5.98,4+,Photo & Video,26,5,1,1
Call of Duty: Zombies HD,35602607,364159440,USD,4.99,5853,3860,3.5,4,1.3.3,17+,Games,26,4,1,1
Small World 2,234123264,364165557,USD,1.99,1506,198,4,4.5,2.5.1,9+,Games,26,5,6,1
Qzone,133874688,364183992,USD,0,1649,1,3.5,5,7.2.8,4+,Social Networking,37,0,3,1
ABC – Watch Live TV & Stream Full Episodes,85724160,364191819,USD,0,78890,449,3,3.5,5.0.14,12+,Entertainment,37,5,1,0
Fieldrunners for iPad,219693056,364204209,USD,3.99,2147,23,4,5,1.3.177598,9+,Games,24,5,1,1
Angry Birds HD,176164864,364234221,USD,0,89110,114,4.5,4,7.4.0,4+,Games,24,5,10,1
"The Weather Channel App for iPad – best local forecast, radar map, and storm tracking",59101184,364252504,USD,0,208648,25664,4,4.5,4.5.1,4+,Weather,24,4,1,1
Do Not Press The Red Button HD,10907191,364267763,USD,1.99,856,38,2.5,3.5,1.2,12+,Entertainment,26,3,1,1
"Digits, the calculator for humans",4177920,364500115,USD,3.99,7825,828,4.5,4.5,2.2.1,4+,Productivity,43,5,1,1
"PDF Reader Pro Edition - Annotate,edit & sign PDFs",62978048,364502063,USD,9.99,7033,119,4,4.5,8.3,4+,Business,37,5,11,1
National Geographic World Atlas,66138112,364733950,USD,1.99,4255,209,4,2,4.1.1,4+,Reference,38,5,1,1
FileBrowser - Access files on remote computers,68073472,364738545,USD,5.99,3230,5,4.5,4,9.7,4+,Utilities,37,5,7,1
Dictionary.com Dictionary & Thesaurus for iPad,165748736,364740856,USD,0,54175,10176,4.5,4.5,4,4+,Reference,24,5,9,1
Animation & Drawing by Do Ink,33857536,364762290,USD,4.99,308,8,4,4.5,4.5,4+,Education,24,5,1,1
AirCoaster - Roller Coaster Builder,22763520,364899325,USD,0.99,2602,71,3,4.5,2,9+,Games,37,4,1,1
"Documents 6 - File manager, PDF reader and browser",107259904,364901807,USD,0,29110,324,4.5,4.5,6,17+,Productivity,37,5,9,1
The World Factbook for iPad,73224192,364904019,USD,1.99,273,8,3.5,4.5,1.2.3,4+,Reference,26,5,1,1
Photo Transfer App - Easy backup of photos+videos,45182976,365152940,USD,0,15654,24,4.5,4.5,6.2.1,4+,Photo & Video,37,5,2,1
TwitCasting Viewer - Watch Live Video & Radio,16292864,365235835,USD,0,189,0,2.5,0,4.169,12+,Entertainment,37,1,9,1
Ski Tracks,24851456,365724094,USD,0.99,829,16,4.5,4.5,1.6.5,4+,Navigation,24,0,7,1
The Photographer's Ephemeris,58463232,366195670,USD,8.99,663,5,5,4,3.14.1,4+,Photo & Video,37,5,1,1
▻Sudoku,71002112,366247306,USD,0,359832,17119,4.5,5,5.4,4+,Games,40,5,7,1
"StubHub - Tickets to Sports, Concerts and Theatre",112609280,366562751,USD,0,9011,49,3.5,4,6.5.2,4+,Entertainment,37,5,6,1
"Runtastic PRO Running, Jogging and Fitness Tracker",149536768,366626332,USD,4.99,17667,14,4.5,4,7.3,4+,Health & Fitness,37,0,15,1
OverDrive – Library eBooks and Audiobooks,39844864,366869252,USD,0,65450,2721,4,4.5,3.6.4,4+,Book,37,5,18,1
Hotels & Vacation Rentals by Booking.com,105609216,367003839,USD,0,31261,374,4.5,4.5,14.4,4+,Travel,37,5,40,1
The Impossible Game,14160896,367242040,USD,0.99,9885,10,4,4,1.6.1,4+,Games,40,0,1,1
PrankDial - #1 Prank Call App,112515072,367287593,USD,0,11091,415,3,4.5,4.1.11,4+,Entertainment,37,0,6,1
Fox News,64705536,367623543,USD,0,132703,394,4,3,2.6,4+,News,37,5,1,0
Live Cams - HD,37161984,367706767,USD,4.99,286,25,2.5,5,2.0.100,4+,Travel,24,5,1,0
QR Reader for iPhone,54776832,368494609,USD,0,12683,108,4,4,5.9.2,12+,Utilities,38,0,29,1
Uber,283852800,368677368,USD,0,49466,150,3,2,3.247.2,4+,Travel,37,4,41,1
WEB.DE Mail,101923840,368948250,USD,0,168,0,4,0,6.2,4+,Productivity,37,5,2,1
iBunkoHD,40479744,369111608,USD,6.99,114,0,4,0,3.4.4,17+,Book,24,5,3,1
Hurricane Tracker For iPad,10612736,369266386,USD,2.99,2798,357,4.5,4.5,4.2,4+,Weather,24,5,1,1
"6play, TV en direct et en replay",94592000,369692259,USD,0,62,0,3.5,0,4.3.7,4+,Entertainment,37,5,1,1
AudioNote - Notepad and Voice Recorder,33213440,369820957,USD,9.99,1756,53,4,5,6.3,4+,Business,37,4,5,1
Breathing Zone: Guided Breathing for Mindfulness,37140480,369838631,USD,3.99,511,57,4.5,4.5,3.1,4+,Health & Fitness,37,5,1,1
My Virtual Girlfriend - Deluxe Dating Sim,144180224,369849199,USD,0.99,2609,9,3.5,4.5,3.62,17+,Games,40,5,1,1
Fake-A-Location Free ™,7689537,369970819,USD,0,354,215,1.5,1,1.01,4+,Social Networking,43,0,1,1
QQ 浏览器-搜新闻、选小说漫画、看视频,119812096,370139302,USD,0,1750,19,3.5,5,7.4.1,17+,Utilities,38,0,1,1
Math Ninja HD,25137152,370144476,USD,1.99,1121,209,4.5,4.5,1.7,9+,Games,43,5,1,1
Résultats Foot en Direct,65074176,370406465,USD,0,339,7,4.5,4.5,4.0.1,4+,Sports,38,0,1,1
Chase Mobile,34950144,370697773,USD,0,34322,3167,4.5,4.5,3.62,4+,Finance,24,5,1,1
Captio - Email yourself with 1 tap,19054592,370899391,USD,1.99,162,17,4.5,4.5,2.8.1,4+,Productivity,38,3,3,1
My Vodafone,83575808,370901726,USD,0,8,1,3,1,6.5,4+,Utilities,37,3,1,1
Math Bingo,14602240,371338715,USD,2.99,4386,444,4.5,4.5,1.7,4+,Education,43,5,1,1
▻Sudoku +,61595648,372283316,USD,4.99,5397,476,5,5,5.4,4+,Games,40,5,7,1
"Tango - Free Video Call, Voice and Chat",134848512,372513032,USD,0,75412,66,4.5,4.5,4.1.219400,17+,Social Networking,37,5,18,1
MeetMe - Chat and Meet New People,133956608,372648912,USD,0,97072,143,4,3.5,12.1.1.0,17+,Social Networking,37,0,18,1
WebMD for iPad,17613824,373185673,USD,0,9142,22,3.5,4,3.5,12+,Health & Fitness,26,5,1,1
GeoBee Challenge HD by National Geographic,35975168,373203236,USD,1.99,1957,958,4.5,4.5,2.2,4+,Games,40,5,1,1
"OPlayer HD - video player, classic media streaming",127020032,373236724,USD,4.99,2944,40,4,4.5,3.3,17+,Entertainment,24,5,29,1
TouchRetouch,27962368,373311252,USD,1.99,588,54,4,4,4.0.1,4+,Photo & Video,37,0,14,1
Cat Physics,14824448,373342398,USD,1.99,40552,238,4.5,4.5,1.26.1,4+,Games,40,3,1,1
随手记（专业版）-好用的记账理财工具,83899392,373454750,USD,0.99,1267,0,4.5,0,10.6.3,4+,Finance,38,0,3,1
AnkiMobile Flashcards,19371008,373493387,USD,24.99,753,12,4,4.5,2.0.30,4+,Education,37,5,1,1
WeatherPro for iPad,59475968,373515261,USD,2.99,725,26,4,4.5,4.4.2,4+,Weather,24,5,13,1
Real英会話,80203776,373563219,USD,3.99,45,12,4.5,4.5,5.1,12+,Education,38,5,1,1
BATTLE BEARS -1,227403527,373714084,USD,0.99,14910,1003,4,4.5,1.5.7,12+,Games,45,5,1,1
Crash Bandicoot Nitro Kart 2,75254654,373849969,USD,2.99,3064,1428,3.5,3.5,1.0.5,9+,Games,47,0,1,1
WIRED Magazine,23879680,373903654,USD,0,12074,43,2.5,1.5,4.6.7,17+,News,24,5,1,1
Popplet,4893696,374151636,USD,4.99,336,2,4,3,2.3,4+,Productivity,37,5,1,1
Notes Plus,109620224,374211477,USD,9.99,6257,15,4,4,5,4+,Productivity,37,5,11,1
Color Splash for iPad,18752512,374308914,USD,1.99,2445,41,4.5,5,3.6.1,4+,Photo & Video,24,5,1,1
Robot Unicorn Attack,52117504,374791544,USD,0.99,22150,1141,4,4.5,3.4,9+,Games,43,5,1,1
SimSimi,31358976,375239755,USD,0,23530,7,4,2.5,6.8.9,17+,Social Networking,37,0,25,1
Carcassonne,359192576,375295479,USD,9.99,10846,91,4.5,4.5,4.28,4+,Games,38,5,2,1
Apple Store,70782976,375380948,USD,0,55171,187,3.5,3.5,4.2,4+,Shopping,37,5,21,1
TED,84056064,376183339,USD,0,5782,149,3.5,3.5,3.0.4,12+,Education,37,5,22,1
Météo-France,124090368,376197239,USD,0,24,2,3.5,5,5.7.1150,4+,Weather,37,4,3,1
Ma Banque,137866240,376202925,USD,0,17,0,3.5,0,11.0.1,4+,Finance,37,5,1,1
Doodle God™,121715712,376374689,USD,1.99,35759,64,4.5,4,3.0.19,12+,Games,40,0,13,1
Carnivores: Dinosaur Hunter Pro,304654336,376412660,USD,2.99,18306,186,4,4.5,1.7.0,12+,Games,37,5,4,1
Blackboard Mobile Learn™,51179520,376413870,USD,0,13567,2625,2,1.5,4.1.2,4+,Education,40,5,14,1
"SEC Football Schedules, Scores & Radio",60380160,376436174,USD,1.99,240,2,3,4.5,5.2.135,4+,Sports,37,5,1,1
Hulu: Watch TV Shows & Stream the Latest Movies,99568640,376510438,USD,0,56170,1264,2,2,4.10.1,12+,Entertainment,37,5,2,1
かなもじ,61272064,376561911,USD,3.99,19,0,4.5,0,1.9.3,4+,Education,24,5,2,1
恵方コンパス.,41207059,377321278,USD,0,0,0,0,0,2.1.0,4+,Navigation,39,5,1,1
360 Panorama,7954432,377342622,USD,1.99,10463,193,4.5,3.5,4.4.3,4+,Photo & Video,38,5,3,1
"Mega Millions & Powerball - lottery games in the US with winning number results, lotto jackpots and prize payouts",7876608,377677727,USD,0,1255,432,4.5,4.5,3.2,12+,Lifestyle,38,5,1,1
Cake Doodle,99558400,377704407,USD,0.99,5803,10,4,4,1.21,4+,Games,37,5,1,1
The Impossible Quiz! for iPad,16857290,377831429,USD,1.99,227,225,4,4,1,9+,Games,26,5,1,1
Boating USA,111196160,377908737,USD,9.99,342,2,3.5,4,10.4.3,4+,Navigation,37,0,5,1
Diptic,36705280,377989827,USD,2.99,7578,67,4.5,5,10,4+,Photo & Video,37,5,1,1
Family Feud™ HD,79312792,378326916,USD,6.99,1156,951,3.5,3.5,1.0.1,4+,Games,26,5,1,1
Edmodo,127939584,378352300,USD,0,7197,0,3.5,0,5.9.2,4+,Education,37,4,4,1
Auto Palmistry Premium,44349440,378781805,USD,2.99,5,0,3,0,4.0.3,4+,Entertainment,37,4,3,1
Drift Mania Championship,1178477568,378782714,USD,0.99,3432,0,3,0,1.8,4+,Games,38,5,10,1
「宅建士」過去問題《受験用》,24444928,379256460,USD,3.99,0,0,0,0,5.1,4+,Education,37,0,1,1
Osmos for iPad,41772032,379323382,USD,4.99,24306,6,4.5,5,2.4.1,4+,Games,24,5,9,1
携程旅行-酒店、机票、火车票预订助手,144488448,379395415,USD,0,312,0,3.5,0,7.4.1,17+,Travel,37,5,1,1
"Audible – audio books, original series & podcasts",81558528,379693831,USD,0,105274,1774,4.5,4.5,2.23,4+,Book,37,5,5,1
Living Earth - Clock & Weather,169009152,379869627,USD,2.99,25475,71,4.5,4,3.82,4+,Utilities,37,4,11,1
Sushi Cat,62373888,379937581,USD,0.99,8718,381,4,4.5,2.1.0,4+,Games,43,5,1,1
Talking Tom Cat for iPad,75417600,379983299,USD,0,29492,51,3.5,4,3.3,4+,Entertainment,24,5,13,1
Let's create! Pottery HD,175157248,380090605,USD,4.99,12787,12,4.5,4.5,1.71,4+,Entertainment,38,5,1,1
Files HD Pro - File Manager & Web Browser,28118016,380641055,USD,4.99,2237,41,4,3.5,6.1.1,17+,Utilities,24,5,2,1
Army Fitness APFT Calculator,15759360,380834987,USD,0.99,108,74,4,4.5,2.4,4+,Utilities,40,3,1,1
Ringtones for iPhone & Ringtone Maker,109270016,380908399,USD,0,25403,1598,4.5,4.5,8.9.6,12+,Music,37,4,9,1
Zoopla Property Search -UK Homes for Sale and Rent,59411456,380932800,USD,0,210,4,3.5,4.5,3.3.4,4+,Lifestyle,37,5,1,1
Vestiaire Collective - Pre-Owned Luxury Fashion,138755072,380974668,USD,0,169,16,4,4.5,4.2.7,4+,Shopping,37,5,5,1
Week Calendar,81845248,381059732,USD,1.99,7447,18,4.5,4.5,10.2.1,4+,Productivity,37,0,29,1
Stack the States®,132377600,381342267,USD,2.99,12833,282,4.5,4.5,2.7,4+,Education,40,5,1,1
Flashlight Ⓞ,42027008,381471023,USD,0,130450,1010,5,4.5,2.1.2,4+,Utilities,40,0,22,1
ゲーム発展国＋＋,191410176,381477230,USD,4.99,6,0,4,0,2.09,4+,Games,38,5,1,1
